artist;songs;year;country;genre;label
Ouija Macc;Ghost;2021;US;Hip Hop;<Label 22585 'Psychopathic Records'>
Ouija Macc;Killahoe Tribe Anthem;2021;US;Hip Hop;<Label 22585 'Psychopathic Records'>
Ouija Macc;Denial;2021;US;Hip Hop;<Label 22585 'Psychopathic Records'>
Ouija Macc;On Everything;2021;US;Hip Hop;<Label 22585 'Psychopathic Records'>
Ouija Macc;If I Was a Wizard;2021;US;Hip Hop;<Label 22585 'Psychopathic Records'>
Napoléon Da Legend;No Limit;2021;US;Hip Hop;<Label 1924163 'ashame Records'>
Napoléon Da Legend;Kettle Chips;2021;US;Hip Hop;<Label 1924163 'ashame Records'>
Napoléon Da Legend;We Bad News;2021;US;Hip Hop;<Label 1924163 'ashame Records'>
Napoléon Da Legend;Hors d´Oeuvre;2021;US;Hip Hop;<Label 1924163 'ashame Records'>
Napoléon Da Legend;Diced Seamoss;2021;US;Hip Hop;<Label 1924163 'ashame Records'>
Napoléon Da Legend;Lemongrass Duck;2021;US;Hip Hop;<Label 1924163 'ashame Records'>
Napoléon Da Legend;Many Lives;2021;US;Hip Hop;<Label 1924163 'ashame Records'>
Napoléon Da Legend;Strange Love;2021;US;Hip Hop;<Label 1924163 'ashame Records'>
Napoléon Da Legend;Panamanian Devil Fruit;2021;US;Hip Hop;<Label 1924163 'ashame Records'>
Napoléon Da Legend;Manifesto;2021;US;Hip Hop;<Label 1924163 'ashame Records'>
Napoléon Da Legend;Wild Rice;2021;US;Hip Hop;<Label 1924163 'ashame Records'>
Roc Marciano;Tek To A Mack;2021;US;Hip Hop;<Label 1172775 'Marci Enterprises LLC.'>
Roc Marciano;Flash Gordon;2021;US;Hip Hop;<Label 1172775 'Marci Enterprises LLC.'>
Roc Marciano;Not Told;2021;US;Hip Hop;<Label 1172775 'Marci Enterprises LLC.'>
Roc Marciano;Pistolier;2021;US;Hip Hop;<Label 1172775 'Marci Enterprises LLC.'>
Roc Marciano;Two Zips;2021;US;Hip Hop;<Label 1172775 'Marci Enterprises LLC.'>
Roc Marciano;76;2021;US;Hip Hop;<Label 1172775 'Marci Enterprises LLC.'>
Roc Marciano;We Ill;2021;US;Hip Hop;<Label 1172775 'Marci Enterprises LLC.'>
Roc Marciano;Deeper;2021;US;Hip Hop;<Label 1172775 'Marci Enterprises LLC.'>
Roc Marciano;Death Parade;2021;US;Hip Hop;<Label 1172775 'Marci Enterprises LLC.'>
Roc Marciano;20 Guns;2021;US;Hip Hop;<Label 1172775 'Marci Enterprises LLC.'>
Roc Marciano;Peru;2021;US;Hip Hop;<Label 1172775 'Marci Enterprises LLC.'>
Roc Marciano;Thread Count;2021;US;Hip Hop;<Label 1172775 'Marci Enterprises LLC.'>
Roc Marciano;Nine Spray;2021;US;Hip Hop;<Label 1172775 'Marci Enterprises LLC.'>
Roc Marciano;Emeralds;2021;US;Hip Hop;<Label 1172775 'Marci Enterprises LLC.'>
Roc Marciano;The Man;2021;US;Hip Hop;<Label 1172775 'Marci Enterprises LLC.'>
Roc Marciano;Sweet Nothings;2021;US;Hip Hop;<Label 1172775 'Marci Enterprises LLC.'>
C-Bo;Jackin' And Assassin';2021;US;Hip Hop;<Label 272169 'West Coast Mafia Records'>
C-Bo;Murder That He Ritt;2021;US;Hip Hop;<Label 272169 'West Coast Mafia Records'>
C-Bo;Free Style;2021;US;Hip Hop;<Label 272169 'West Coast Mafia Records'>
C-Bo;Hard Core;2021;US;Hip Hop;<Label 272169 'West Coast Mafia Records'>
C-Bo;"Want To Be A ""G""";2021;US;Hip Hop;<Label 272169 'West Coast Mafia Records'>
C-Bo;Stompin' In My Steel Toes;2021;US;Hip Hop;<Label 272169 'West Coast Mafia Records'>
C-Bo;Birds In The Kitchen;2021;US;Hip Hop;<Label 272169 'West Coast Mafia Records'>
C-Bo;187 Dance;2021;US;Hip Hop;<Label 272169 'West Coast Mafia Records'>
C-Bo;Groovin' On A Sunday (Radio);2021;US;Hip Hop;<Label 272169 'West Coast Mafia Records'>
C-Bo;Who Ride;2021;US;Hip Hop;<Label 272169 'West Coast Mafia Records'>
C-Bo;Take It How You Want Too;2021;US;Hip Hop;<Label 272169 'West Coast Mafia Records'>
C-Bo;Ain't No Sunshine;2021;US;Hip Hop;<Label 272169 'West Coast Mafia Records'>
Apollo Brown;Hidden;2021;US;Hip Hop;<Label 123463 'Mello Music Group'>
Apollo Brown;Blacklight;2021;US;Hip Hop;<Label 123463 'Mello Music Group'>
Apollo Brown;Love Me, Love Me Not;2021;US;Hip Hop;<Label 123463 'Mello Music Group'>
Apollo Brown;No Monsters;2021;US;Hip Hop;<Label 123463 'Mello Music Group'>
Apollo Brown;We Outside;2021;US;Hip Hop;<Label 123463 'Mello Music Group'>
Apollo Brown;Humble Wins;2021;US;Hip Hop;<Label 123463 'Mello Music Group'>
Apollo Brown;Breathe;2021;US;Hip Hop;<Label 123463 'Mello Music Group'>
Apollo Brown;Lost Angels;2021;US;Hip Hop;<Label 123463 'Mello Music Group'>
Apollo Brown;Catch Up;2021;US;Hip Hop;<Label 123463 'Mello Music Group'>
Apollo Brown;Bobby Bonilla;2021;US;Hip Hop;<Label 123463 'Mello Music Group'>
Apollo Brown;The Realest;2021;US;Hip Hop;<Label 123463 'Mello Music Group'>
Apollo Brown;Broad Spectrum;2021;US;Hip Hop;<Label 123463 'Mello Music Group'>
Apollo Brown;Stay Low;2021;US;Hip Hop;<Label 123463 'Mello Music Group'>
Apollo Brown;What The Hook Gon Be;2021;US;Hip Hop;<Label 123463 'Mello Music Group'>
Apollo Brown;Omari's Lament;2021;US;Hip Hop;<Label 123463 'Mello Music Group'>
Various;Why;2021;US;Hip Hop;<Label 4241 'Def Jam Recordings'>
Various;My President;2021;US;Hip Hop;<Label 4241 'Def Jam Recordings'>
Various;Fight The Power;2021;US;Hip Hop;<Label 4241 'Def Jam Recordings'>
Various;Slippin';2021;US;Hip Hop;<Label 4241 'Def Jam Recordings'>
Various;The Hate You Give;2021;US;Hip Hop;<Label 4241 'Def Jam Recordings'>
Various;America;2021;US;Hip Hop;<Label 4241 'Def Jam Recordings'>
Various;FDT;2021;US;Hip Hop;<Label 4241 'Def Jam Recordings'>
Various;Behind Bars;2021;US;Hip Hop;<Label 4241 'Def Jam Recordings'>
Various;Glory;2021;US;Hip Hop;<Label 4241 'Def Jam Recordings'>
Various;Talk About It;2021;US;Hip Hop;<Label 4241 'Def Jam Recordings'>
Various;Condemnation;2021;US;Hip Hop;<Label 4241 'Def Jam Recordings'>
Various;Daughters;2021;US;Hip Hop;<Label 4241 'Def Jam Recordings'>
Various;One Man Change The World;2021;US;Hip Hop;<Label 4241 'Def Jam Recordings'>
DJ Muggs;6 Of Cups;2021;US;Hip Hop;<Label 12851 'Soul Assassins Records'>
DJ Muggs;Prayers Over Packages;2021;US;Hip Hop;<Label 12851 'Soul Assassins Records'>
DJ Muggs;Ace Of Swords;2021;US;Hip Hop;<Label 12851 'Soul Assassins Records'>
DJ Muggs;The Manuscript;2021;US;Hip Hop;<Label 12851 'Soul Assassins Records'>
DJ Muggs;High Explosive;2021;US;Hip Hop;<Label 12851 'Soul Assassins Records'>
DJ Muggs;Zig Zag Zig;2021;US;Hip Hop;<Label 12851 'Soul Assassins Records'>
DJ Muggs;Stone Cold Soul;2021;US;Hip Hop;<Label 12851 'Soul Assassins Records'>
DJ Muggs;The Devil's Chord;2021;US;Hip Hop;<Label 12851 'Soul Assassins Records'>
DJ Muggs;Shooting At The Dancehall;2021;US;Hip Hop;<Label 12851 'Soul Assassins Records'>
DJ Muggs;Wheel Of Fortune;2021;US;Hip Hop;<Label 12851 'Soul Assassins Records'>
DJ Muggs;Horn & Halo;2021;US;Hip Hop;<Label 12851 'Soul Assassins Records'>
DJ Muggs;Fly Obnoxious;2021;US;Hip Hop;<Label 12851 'Soul Assassins Records'>
DJ Muggs;Fuckyouknoboutme;2021;US;Hip Hop;<Label 12851 'Soul Assassins Records'>
DJ Muggs;6 Of Cups;2021;US;Hip Hop;<Label 12851 'Soul Assassins Records'>
DJ Muggs;Prayers Over Packages;2021;US;Hip Hop;<Label 12851 'Soul Assassins Records'>
DJ Muggs;Ace Of Swords;2021;US;Hip Hop;<Label 12851 'Soul Assassins Records'>
DJ Muggs;The Manuscript;2021;US;Hip Hop;<Label 12851 'Soul Assassins Records'>
DJ Muggs;High Explosive;2021;US;Hip Hop;<Label 12851 'Soul Assassins Records'>
DJ Muggs;Zig Zag Zig;2021;US;Hip Hop;<Label 12851 'Soul Assassins Records'>
DJ Muggs;Stone Cold Soul;2021;US;Hip Hop;<Label 12851 'Soul Assassins Records'>
DJ Muggs;The Devil's Chord;2021;US;Hip Hop;<Label 12851 'Soul Assassins Records'>
DJ Muggs;Shooting At The Dancehall;2021;US;Hip Hop;<Label 12851 'Soul Assassins Records'>
DJ Muggs;Wheel Of Fortune;2021;US;Hip Hop;<Label 12851 'Soul Assassins Records'>
DJ Muggs;Horn & Halo;2021;US;Hip Hop;<Label 12851 'Soul Assassins Records'>
DJ Muggs;Fly Obnoxious;2021;US;Hip Hop;<Label 12851 'Soul Assassins Records'>
DJ Muggs;Fuckyouknoboutme;2021;US;Hip Hop;<Label 12851 'Soul Assassins Records'>
Tek;Pricele$$;2021;US;Hip Hop;<Label 2100301 'D4D Records (2)'>
Tek;Zero Kill;2021;US;Hip Hop;<Label 2100301 'D4D Records (2)'>
Tek;Crown;2021;US;Hip Hop;<Label 2100301 'D4D Records (2)'>
Tek;The Illest;2021;US;Hip Hop;<Label 2100301 'D4D Records (2)'>
Tek;Boot Camp 4 Life;2021;US;Hip Hop;<Label 2100301 'D4D Records (2)'>
Tek;Loyalty;2021;US;Hip Hop;<Label 2100301 'D4D Records (2)'>
Tek;Glory;2021;US;Hip Hop;<Label 2100301 'D4D Records (2)'>
Tek;Black Tie Affair;2021;US;Hip Hop;<Label 2100301 'D4D Records (2)'>
Tek;Donizm;2021;US;Hip Hop;<Label 2100301 'D4D Records (2)'>
Tek;The Machine And Tek;2021;US;Hip Hop;<Label 2100301 'D4D Records (2)'>
Tek;Don't Make Me Do It;2021;US;Hip Hop;<Label 2100301 'D4D Records (2)'>
Tek;Shittin' Me;2021;US;Hip Hop;<Label 2100301 'D4D Records (2)'>
Bei Ru;Manolo's Theme;2021;US;Hip Hop;<Label 1079103 'Musa Ler Music'>
Bei Ru;Manolo's Theme (Clean);2021;US;Hip Hop;<Label 1079103 'Musa Ler Music'>
Bei Ru;Manolo's Theme (Instrumental);2021;US;Hip Hop;<Label 1079103 'Musa Ler Music'>
Bei Ru;Manolo's Theme Remix;2021;US;Hip Hop;<Label 1079103 'Musa Ler Music'>
Bei Ru;Manolo's Theme Remix (Clean);2021;US;Hip Hop;<Label 1079103 'Musa Ler Music'>
Bei Ru;Manolo's Theme Remix (Instrumental);2021;US;Hip Hop;<Label 1079103 'Musa Ler Music'>
Masta Ace;The Release;2021;US;Hip Hop;<Label 1110759 'Yosumi Entertainment'>
Masta Ace;Too Long;2021;US;Hip Hop;<Label 1110759 'Yosumi Entertainment'>
Masta Ace;Block Episode;2021;US;Hip Hop;<Label 1110759 'Yosumi Entertainment'>
Masta Ace;Commercial;2021;US;Hip Hop;<Label 1110759 'Yosumi Entertainment'>
Masta Ace;Don't Understand;2021;US;Hip Hop;<Label 1110759 'Yosumi Entertainment'>
Masta Ace;Goodbye Lisa;2021;US;Hip Hop;<Label 1110759 'Yosumi Entertainment'>
Masta Ace;Hold U;2021;US;Hip Hop;<Label 1110759 'Yosumi Entertainment'>
Masta Ace;Every Other Day;2021;US;Hip Hop;<Label 1110759 'Yosumi Entertainment'>
Masta Ace;Roommates Meet;2021;US;Hip Hop;<Label 1110759 'Yosumi Entertainment'>
Masta Ace;Take A Walk;2021;US;Hip Hop;<Label 1110759 'Yosumi Entertainment'>
Masta Ace;Something's Wrong;2021;US;Hip Hop;<Label 1110759 'Yosumi Entertainment'>
Masta Ace;The Classes;2021;US;Hip Hop;<Label 1110759 'Yosumi Entertainment'>
Masta Ace;Acknowledge;2021;US;Hip Hop;<Label 1110759 'Yosumi Entertainment'>
Masta Ace;Enuff;2021;US;Hip Hop;<Label 1110759 'Yosumi Entertainment'>
Masta Ace;Watching The Game;2021;US;Hip Hop;<Label 1110759 'Yosumi Entertainment'>
Masta Ace;Unfriendly Game;2021;US;Hip Hop;<Label 1110759 'Yosumi Entertainment'>
Masta Ace;Alphabet Soup;2021;US;Hip Hop;<Label 1110759 'Yosumi Entertainment'>
Masta Ace;Dear Yvette;2021;US;Hip Hop;<Label 1110759 'Yosumi Entertainment'>
Masta Ace;I Like Dat;2021;US;Hip Hop;<Label 1110759 'Yosumi Entertainment'>
Masta Ace;P.T.A.;2021;US;Hip Hop;<Label 1110759 'Yosumi Entertainment'>
Masta Ace;Type I Hate;2021;US;Hip Hop;<Label 1110759 'Yosumi Entertainment'>
Masta Ace;Dear Diary;2021;US;Hip Hop;<Label 1110759 'Yosumi Entertainment'>
Masta Ace;Last Rights;2021;US;Hip Hop;<Label 1110759 'Yosumi Entertainment'>
Masta Ace;No Regrets;2021;US;Hip Hop;<Label 1110759 'Yosumi Entertainment'>
Mach-Hommy;King Georgie;2021;US;Hip Hop;<Label 2619406 'Not On Label (Mach-Hommy Self-released)'>
Mach-Hommy;Cardio;2021;US;Hip Hop;<Label 2619406 'Not On Label (Mach-Hommy Self-released)'>
Mach-Hommy;Diamond Exchange;2021;US;Hip Hop;<Label 2619406 'Not On Label (Mach-Hommy Self-released)'>
Mach-Hommy;Blackamoor Brooch;2021;US;Hip Hop;<Label 2619406 'Not On Label (Mach-Hommy Self-released)'>
Mach-Hommy;Quintuple Black;2021;US;Hip Hop;<Label 2619406 'Not On Label (Mach-Hommy Self-released)'>
Mach-Hommy;Hut One;2021;US;Hip Hop;<Label 2619406 'Not On Label (Mach-Hommy Self-released)'>
Mach-Hommy;Borlette;2021;US;Hip Hop;<Label 2619406 'Not On Label (Mach-Hommy Self-released)'>
Mach-Hommy;Closer;2021;US;Hip Hop;<Label 2619406 'Not On Label (Mach-Hommy Self-released)'>
Mach-Hommy;Winchester Skates;2021;US;Hip Hop;<Label 2619406 'Not On Label (Mach-Hommy Self-released)'>
BoomBaptist;Komfort Food;2021;US;Hip Hop;<Label 2041011 'Cream Dream'>
BoomBaptist;The Official;2021;US;Hip Hop;<Label 2041011 'Cream Dream'>
BoomBaptist;Yumy/Muny;2021;US;Hip Hop;<Label 2041011 'Cream Dream'>
BoomBaptist;Toucan Wing;2021;US;Hip Hop;<Label 2041011 'Cream Dream'>
BoomBaptist;Dilla-Quent;2021;US;Hip Hop;<Label 2041011 'Cream Dream'>
BoomBaptist;Stakes Is High;2021;US;Hip Hop;<Label 2041011 'Cream Dream'>
BoomBaptist;The Look;2021;US;Hip Hop;<Label 2041011 'Cream Dream'>
BoomBaptist;McNasty In Brazil;2021;US;Hip Hop;<Label 2041011 'Cream Dream'>
BoomBaptist;Gobstopper;2021;US;Hip Hop;<Label 2041011 'Cream Dream'>
BoomBaptist;Far 2 Go/The Light;2021;US;Hip Hop;<Label 2041011 'Cream Dream'>
James Wavey;Anything Goes;2021;US;Hip Hop;<Label 796135 'Econo Jam Records'>
James Wavey;Babe;2021;US;Hip Hop;<Label 796135 'Econo Jam Records'>
James Wavey;Interlude Sunrise;2021;US;Hip Hop;<Label 796135 'Econo Jam Records'>
James Wavey;Cold Sweats;2021;US;Hip Hop;<Label 796135 'Econo Jam Records'>
James Wavey;Codependent;2021;US;Hip Hop;<Label 796135 'Econo Jam Records'>
James Wavey;Shuffling;2021;US;Hip Hop;<Label 796135 'Econo Jam Records'>
James Wavey;Shoot Your Shot;2021;US;Hip Hop;<Label 796135 'Econo Jam Records'>
James Wavey;Pillow Talk;2021;US;Hip Hop;<Label 796135 'Econo Jam Records'>
James Wavey;Smooth Tiger;2021;US;Hip Hop;<Label 796135 'Econo Jam Records'>
Tay Keith;Tay_Keith_x_McD_98bpm+Drop.wav;2021;US;Hip Hop;"<Label 119471 ""McDonald's"">"
Tay Keith;Tay_Keith_x_McD_98bpm+Drop.wav;2021;US;Hip Hop;"<Label 119471 ""McDonald's"">"
Rome Streetz;Stovetop Serenade;2021;US;Hip Hop;<Label 227331 'GoodFelons'>
Rome Streetz;Kings;2021;US;Hip Hop;<Label 227331 'GoodFelons'>
Rome Streetz;Splash Like Basquiat;2021;US;Hip Hop;<Label 227331 'GoodFelons'>
Rome Streetz;By My Side;2021;US;Hip Hop;<Label 227331 'GoodFelons'>
Rome Streetz;Vyrus Life ;2021;US;Hip Hop;<Label 227331 'GoodFelons'>
Rome Streetz;Trap Yoga;2021;US;Hip Hop;<Label 227331 'GoodFelons'>
Rome Streetz;Whole Elephant;2021;US;Hip Hop;<Label 227331 'GoodFelons'>
Rome Streetz;His Image;2021;US;Hip Hop;<Label 227331 'GoodFelons'>
Rome Streetz;100 to 1;2021;US;Hip Hop;<Label 227331 'GoodFelons'>
Rome Streetz;Gold Slugz;2021;US;Hip Hop;<Label 227331 'GoodFelons'>
Knowledge The Pirate;Intro Paradise ;2021;US;Hip Hop;<Label 1518451 'Treasure Chest Entertainment'>
Knowledge The Pirate;First Among Equals;2021;US;Hip Hop;<Label 1518451 'Treasure Chest Entertainment'>
Knowledge The Pirate;Bloody Steps;2021;US;Hip Hop;<Label 1518451 'Treasure Chest Entertainment'>
Knowledge The Pirate;Grenades;2021;US;Hip Hop;<Label 1518451 'Treasure Chest Entertainment'>
Knowledge The Pirate;Righteous Tongue;2021;US;Hip Hop;<Label 1518451 'Treasure Chest Entertainment'>
Knowledge The Pirate;Chairman Of The Board;2021;US;Hip Hop;<Label 1518451 'Treasure Chest Entertainment'>
Knowledge The Pirate;Navigating Corners;2021;US;Hip Hop;<Label 1518451 'Treasure Chest Entertainment'>
Knowledge The Pirate;Daddy Yankee;2021;US;Hip Hop;<Label 1518451 'Treasure Chest Entertainment'>
Knowledge The Pirate;Smoke & Mirrors;2021;US;Hip Hop;<Label 1518451 'Treasure Chest Entertainment'>
Knowledge The Pirate;Bad Boys;2021;US;Hip Hop;<Label 1518451 'Treasure Chest Entertainment'>
Knowledge The Pirate;Bullet Holes;2021;US;Hip Hop;<Label 1518451 'Treasure Chest Entertainment'>
Knowledge The Pirate;Blessings Almighty;2021;US;Hip Hop;<Label 1518451 'Treasure Chest Entertainment'>
Nolan The Ninja;Glow;2021;US;Hip Hop;<Label 1962714 'Sport Cast'>
Nolan The Ninja;Lah;2021;US;Hip Hop;<Label 1962714 'Sport Cast'>
Nolan The Ninja;Instinct;2021;US;Hip Hop;<Label 1962714 'Sport Cast'>
Nolan The Ninja;Rap Sh*t;2021;US;Hip Hop;<Label 1962714 'Sport Cast'>
Nolan The Ninja;CC;2021;US;Hip Hop;<Label 1962714 'Sport Cast'>
Nolan The Ninja;Conundrum;2021;US;Hip Hop;<Label 1962714 'Sport Cast'>
Nolan The Ninja;Go'head;2021;US;Hip Hop;<Label 1962714 'Sport Cast'>
Nolan The Ninja;Cook;2021;US;Hip Hop;<Label 1962714 'Sport Cast'>
Nolan The Ninja;Hi;2021;US;Hip Hop;<Label 1962714 'Sport Cast'>
Nolan The Ninja;Health;2021;US;Hip Hop;<Label 1962714 'Sport Cast'>
Nolan The Ninja;Tick;2021;US;Hip Hop;<Label 1962714 'Sport Cast'>
Nolan The Ninja;Grant;2021;US;Hip Hop;<Label 1962714 'Sport Cast'>
Schoolly D;The Real Hardcore (Thang Mix);2021;US;Hip Hop;<Label 24417 'Schoolly-D Records'>
Schoolly D;The Real Hardcore (Album Mix);2021;US;Hip Hop;<Label 24417 'Schoolly-D Records'>
Schoolly D;The Real Hardcore (Thang Instrumental);2021;US;Hip Hop;<Label 24417 'Schoolly-D Records'>
Schoolly D;The Real Hardcore (Album Instrumental);2021;US;Hip Hop;<Label 24417 'Schoolly-D Records'>
Lasso (2);Born Tempo;2021;US;Hip Hop;<Label 123463 'Mello Music Group'>
Lasso (2);Requez;2021;US;Hip Hop;<Label 123463 'Mello Music Group'>
Lasso (2);Crimson Drip;2021;US;Hip Hop;<Label 123463 'Mello Music Group'>
Lasso (2);Three Magi Get Paid;2021;US;Hip Hop;<Label 123463 'Mello Music Group'>
Lasso (2);Solar Plateaux;2021;US;Hip Hop;<Label 123463 'Mello Music Group'>
Lasso (2);They & I;2021;US;Hip Hop;<Label 123463 'Mello Music Group'>
Lasso (2);Voyager Too;2021;US;Hip Hop;<Label 123463 'Mello Music Group'>
Lasso (2);City Of Grass;2021;US;Hip Hop;<Label 123463 'Mello Music Group'>
Lasso (2);New Equalydian;2021;US;Hip Hop;<Label 123463 'Mello Music Group'>
Lasso (2);Played Thrice;2021;US;Hip Hop;<Label 123463 'Mello Music Group'>
Lasso (2);To Dust;2021;US;Hip Hop;<Label 123463 'Mello Music Group'>
Lasso (2);Sapphire;2021;US;Hip Hop;<Label 123463 'Mello Music Group'>
Lasso (2);Aural Floral;2021;US;Hip Hop;<Label 123463 'Mello Music Group'>
Ill.Sugi;Call Me Nasty;2021;US;Hip Hop;<Label 130032 'Cold Busted'>
Ill.Sugi;Punk Smokers;2021;US;Hip Hop;<Label 130032 'Cold Busted'>
Ill.Sugi;Night Boat;2021;US;Hip Hop;<Label 130032 'Cold Busted'>
Ill.Sugi;Sylvia;2021;US;Hip Hop;<Label 130032 'Cold Busted'>
Ill.Sugi;Libra;2021;US;Hip Hop;<Label 130032 'Cold Busted'>
Ill.Sugi;Teenage Life Sounds;2021;US;Hip Hop;<Label 130032 'Cold Busted'>
Ill.Sugi;Lover (Ex);2021;US;Hip Hop;<Label 130032 'Cold Busted'>
Ill.Sugi;Suburban;2021;US;Hip Hop;<Label 130032 'Cold Busted'>
Ill.Sugi;Pretty Shadows;2021;US;Hip Hop;<Label 130032 'Cold Busted'>
Ill.Sugi;Downtown Speaks;2021;US;Hip Hop;<Label 130032 'Cold Busted'>
Ill.Sugi;I Gatta Feeling;2021;US;Hip Hop;<Label 130032 'Cold Busted'>
Ill.Sugi;Angel Angera;2021;US;Hip Hop;<Label 130032 'Cold Busted'>
Ill.Sugi;Twin Cedar;2021;US;Hip Hop;<Label 130032 'Cold Busted'>
Ill.Sugi;Old Man;2021;US;Hip Hop;<Label 130032 'Cold Busted'>
Ill.Sugi;Hayama;2021;US;Hip Hop;<Label 130032 'Cold Busted'>
Ill.Sugi;North Port;2021;US;Hip Hop;<Label 130032 'Cold Busted'>
Ill.Sugi;After The Rain;2021;US;Hip Hop;<Label 130032 'Cold Busted'>
Al.divino;32 Degrees;2021;US;Hip Hop;<Label 227331 'GoodFelons'>
Al.divino;Blitzkrieg;2021;US;Hip Hop;<Label 227331 'GoodFelons'>
Al.divino;Hidden Koncept Joint;2021;US;Hip Hop;<Label 227331 'GoodFelons'>
Al.divino;Reality's A Myth Ain't That About A Bitch;2021;US;Hip Hop;<Label 227331 'GoodFelons'>
Al.divino;Blicky Bobby;2021;US;Hip Hop;<Label 227331 'GoodFelons'>
Al.divino;Get Money (Interlude);2021;US;Hip Hop;<Label 227331 'GoodFelons'>
Al.divino;I Remember Them Days;2021;US;Hip Hop;<Label 227331 'GoodFelons'>
Al.divino;Dobermins;2021;US;Hip Hop;<Label 227331 'GoodFelons'>
Al.divino;Digiscale Rezzy;2021;US;Hip Hop;<Label 227331 'GoodFelons'>
Al.divino;A Fool Never Listens;2021;US;Hip Hop;<Label 227331 'GoodFelons'>
Al.divino;Gucci Goose Down;2021;US;Hip Hop;<Label 227331 'GoodFelons'>
Al.divino;Ain't Enough;2021;US;Hip Hop;<Label 227331 'GoodFelons'>
Freshman Woes;Grimey Connection;2021;US;Hip Hop;<Label 1170108 'Cut Crazy Records'>
Freshman Woes;Like A Pro;2021;US;Hip Hop;<Label 1170108 'Cut Crazy Records'>
Freshman Woes;More Rap Dudes;2021;US;Hip Hop;<Label 1170108 'Cut Crazy Records'>
Freshman Woes;Ox Tales;2021;US;Hip Hop;<Label 1170108 'Cut Crazy Records'>
Freshman Woes;Swangin';2021;US;Hip Hop;<Label 1170108 'Cut Crazy Records'>
Freshman Woes;Solitude;2021;US;Hip Hop;<Label 1170108 'Cut Crazy Records'>
Freshman Woes;Rap Dudes;2021;US;Hip Hop;<Label 1170108 'Cut Crazy Records'>
Freshman Woes;Life Is Hectic;2021;US;Hip Hop;<Label 1170108 'Cut Crazy Records'>
Freshman Woes;Live From The Nether Region;2021;US;Hip Hop;<Label 1170108 'Cut Crazy Records'>
Freshman Woes;Every Day;2021;US;Hip Hop;<Label 1170108 'Cut Crazy Records'>
Freshman Woes;Sumter Solitude;2021;US;Hip Hop;<Label 1170108 'Cut Crazy Records'>
Bloodshot (2);Wendigo;2021;US;Hip Hop;<Label 1977903 'Planet Nothing Productions'>
Bloodshot (2);Children Of The Lost;2021;US;Hip Hop;<Label 1977903 'Planet Nothing Productions'>
Bloodshot (2);Garden For Cannibals;2021;US;Hip Hop;<Label 1977903 'Planet Nothing Productions'>
Bloodshot (2);Disney;2021;US;Hip Hop;<Label 1977903 'Planet Nothing Productions'>
Bloodshot (2);Redrum;2021;US;Hip Hop;<Label 1977903 'Planet Nothing Productions'>
Bloodshot (2);Bury Em;2021;US;Hip Hop;<Label 1977903 'Planet Nothing Productions'>
Bloodshot (2);Supernatural;2021;US;Hip Hop;<Label 1977903 'Planet Nothing Productions'>
Bloodshot (2);Burn In Hell;2021;US;Hip Hop;<Label 1977903 'Planet Nothing Productions'>
Mseco;Silence (Intro);2021;US;Hip Hop;<Label 761188 'Asgard Records (5)'>
Mseco;Seas Quién Seas;2021;US;Hip Hop;<Label 761188 'Asgard Records (5)'>
Mseco;De Cobre En Cobre;2021;US;Hip Hop;<Label 761188 'Asgard Records (5)'>
Mseco;Genuino;2021;US;Hip Hop;<Label 761188 'Asgard Records (5)'>
Mseco;La Vuelta;2021;US;Hip Hop;<Label 761188 'Asgard Records (5)'>
Mseco;Differente;2021;US;Hip Hop;<Label 761188 'Asgard Records (5)'>
Mseco;Time Changes;2021;US;Hip Hop;<Label 761188 'Asgard Records (5)'>
Mseco;De Hielo Y Crema;2021;US;Hip Hop;<Label 761188 'Asgard Records (5)'>
Mseco;The Raw Shit;2021;US;Hip Hop;<Label 761188 'Asgard Records (5)'>
Mseco;Silence (Intro);2021;US;Hip Hop;<Label 761188 'Asgard Records (5)'>
Mseco;Seas Quién Seas;2021;US;Hip Hop;<Label 761188 'Asgard Records (5)'>
Mseco;De Cobre En Cobre;2021;US;Hip Hop;<Label 761188 'Asgard Records (5)'>
Mseco;Genuino;2021;US;Hip Hop;<Label 761188 'Asgard Records (5)'>
Mseco;La Vuelta;2021;US;Hip Hop;<Label 761188 'Asgard Records (5)'>
Mseco;Differente;2021;US;Hip Hop;<Label 761188 'Asgard Records (5)'>
Mseco;Time Changes;2021;US;Hip Hop;<Label 761188 'Asgard Records (5)'>
Mseco;De Hielo Y Crema;2021;US;Hip Hop;<Label 761188 'Asgard Records (5)'>
Mseco;The Raw Shit;2021;US;Hip Hop;<Label 761188 'Asgard Records (5)'>
Various;Big3;2021;US;Hip Hop;<Label 1830023 'Black Noise Records (4)'>
Various;Can't Find The Words;2021;US;Hip Hop;<Label 1830023 'Black Noise Records (4)'>
Various;RUNNINGAWAY;2021;US;Hip Hop;<Label 1830023 'Black Noise Records (4)'>
Various;Culo;2021;US;Hip Hop;<Label 1830023 'Black Noise Records (4)'>
Various;Hnd Meh Mah Shxt;2021;US;Hip Hop;<Label 1830023 'Black Noise Records (4)'>
Various;SLOWSCENE;2021;US;Hip Hop;<Label 1830023 'Black Noise Records (4)'>
Various;Cicadormorphia;2021;US;Hip Hop;<Label 1830023 'Black Noise Records (4)'>
Various;Anita Pt. 1;2021;US;Hip Hop;<Label 1830023 'Black Noise Records (4)'>
